Sentence,Class
Using his  camera  application on his mobile phone  he scans the QR code on the invoice,Relevant
The user is then redirected to a Pom.be web page dedicated to this invoice ,Relevant
He then has the choice to pay via Bancontact or via Apple Pay,Relevant
If they choose Bancontact  they can choose their bank and will be redirected to their bank s application,Relevant
He can use his current account at ING for example,Irrelevant
He enters his personal code to validate the payment,Relevant
When he uses Apple Pay  the user chooses the card he wants to use and he validates the payment with FaceId  his fingerprint or his code,Relevant
The process ends once the invoice is paid.,Relevant
The process starts when someone want to eat an apple tart,Relevant
The person has to go to buy the ingredients ,Relevant
For example  they can go to Delhaize or Colruyt ,Irrelevant
Then  the person has to peel and to cut four apples,Relevant
The person mashes the pieces of apples until it makes a compote,Relevant
They put the compote in a pan with a little water,Relevant
Then  they add a small amount of sugar,Relevant
It is not grave if there are still some small pieces of apples,Irrelevant
The person preheat the owen to 210°C,Relevant
Let the compote cool for ten minutes,Relevant
Spread the batter in a baking pan,Relevant
Put the compote on the batter,Relevant
Place some pieces of apples on the whole,Relevant
Put the baking pan in the oven for 30 minutes,Relevant
The tart is ready  the person can eat it  the process is finished,Relevant
The process begins when someone wants to go on vacation,Relevant
First  the person has to choose a destination,Relevant
It depens on the person  they may prefer sunny holidays or moutain holidays,Irrelevant
Then  the person has to book the flights,Relevant
They can either do it by themselves or go through a travel agency ,Irrelevant
After that  they have to choose a hotel and book it,Relevant
They can also plan some activities ,Relevant
After that  the person has to prepare their luggage ,Relevant
The person now has to go to the airport ,Relevant
Finally  the person will take the plane,Relevant
When the person will be arrived  the process ends,Relevant
The person has only to enjoy,Irrelevant
SnowWorld is a place that proposes indoor ski slopes,Irrelevant
The process begins when the customer wants to ski in SnowWorld,Relevant
Then  the customer has to book a reservation online,Relevant
After that  the person has to go to SnowWorld,Relevant
SnowWorld is located in Landgraaf NL,Irrelevant
Once they arrive  they have to take their boots and helmets that they have rented,Relevant
Then  the customer has to take their skis,Relevant
After that  they have to scan their ticket to have access to the piste,Relevant
After that  they have to choose their ski poles,Relevant
Now  they have to take the ski lift,Relevant
Finallu  the customer is ready to ski  the proccess ends,Relevant
The process starts when the person wants to take the plance,Relevant
First  they have to buy a plane ticket,Relevant
They can buy them online or via a travel agency,Irrelevant
Then  the person has to go to the airport,Relevant
Afterwards  the person has to go the check in desk,Relevant
After that  they have to check their luggage in and receive their boarding pass,Relevant
The person goes to the gate ,Relevant
The person passes the passport control,Relevant
The person passes the screening checkpoint,Relevant
Some people may do not like this part because they may have long queues,Irrelevant
The person wait for their fly in the departure lounge,Relevant
Finally  the person boards in the plane and the process is finished,Relevant
SNCB is the national railway company of Belgium.,Irrelevant
The process starts when the customer arrives at the SNCB’s desk,Relevant
The employee asks the customer what he can do to help or purchase,Relevant
The customer communicates that he desires to purchase  a train ticket to Maastricht,Relevant
"Maastricht is a city located in the Netherlands  visited by many tourists for shopping
and recreation.,Irrelevant"
Then  the employee looks into his computer to buy the train ticket,Relevant
The SNCB’s employee communicates the information and price about the ticket,Relevant
The SNCB’s employee lives in Liège,Irrelevant
The customer pays by cash or by card,Relevant
The train ticket is being printed,Relevant
The employee gives the ticket to the customer,Relevant
Then  the employee shows the gate where the customer has to be,Relevant
The customer takes the ticket and leaves  the process is finished.,Relevant
The process starts when a customer is looking to shop online on Zara,Relevant
"Zara is a Spanish apparel  they specialize in fast fashion and products  clothing 
accessories  shoes and perfumes,Irrelevant"
The customer creates his basket with the desired articles ,Relevant
For example  the customer wants to buy jackets and jeans.,Irrelevant
The customer starts to check out ,Relevant
The customer adds his address ,Relevant
The customer adds the payment method ,Relevant
The customer pays with the payment method he wanted ,Relevant
The order is created ,Relevant
The customer receives the order confirmation ,Relevant
The order is being processed by the warehouse ,Relevant
The order is sent to the customer’s address ,Relevant
The customer receives his order  the process is finished.,Relevant
The process starts when the customer is unhappy with his online order,Relevant
For example  the article was too big,Irrelevant
The customer fills the return document received in the parcel,Relevant
The customer repacks his undesired articles with the document in a delivery bag,Relevant
The customer sticks the return label received in the package,Relevant
The customer hands the package to a local parcel shop,Relevant
Then  the customer receives a return receipt,Relevant
The customer waits the package to get to the warehouse to be processed,Relevant
The brand checks the package sent by the customer,Relevant
A confirmation is sent to the customer about the return in the next 14 days,Relevant
The transaction takes 4 5 days to get to the customer’s account,Relevant
Once the refund is received by the customer  the process is finished.,Relevant
The process starts when the customer arrives at the airport,Relevant
Brussels airport is an international airport  located in the capital of Belgium  Brussels.,Irrelevant
The customer goes to the check in desks,Relevant
The Brussels airline’s agent asks for the customer’s documents,Relevant
The customer hands his documents and luggage to be weighted,Relevant
The agent prepares the airplane ticket,Relevant
The agent puts a label on the customer’s luggage once it’s been checked,Relevant
The agent gives the airplane ticket to the customer,Relevant
The customer takes the documents and airplane tickets,Relevant
The customer goes to the security to be checked,Relevant
The customer waits at the gate,Relevant
The customer enters the plane and goes to his seat  the process is finished,Relevant
 Apple is a multinational company specialist in the sale of consumer electronics,Irrelevant
 The process begins when a customer finished his order on the website of Apple,Relevant
 An employee takes in hand the order via the tablet ,Relevant
 He prepares the order by tacking all what he needs in the range ,Relevant
 He takes for example  1 iPhone and 2 pairs of Air pods,Irrelevant
 He sends it in a shipping carton via the system to another employee,Relevant
 The other employee check if all is good and anything is missing,Relevant
 Then he prints the ticket to send it via the post ,Relevant
 A camion is prepared every morning and night to takes packages,Irrelevant
 The conductor delivers the package to the consumer,Relevant
 The consumer checks the package and confirms the order,Relevant
Audi is a multinational company specialist in the sale of consumer cars,Irrelevant
The process begins when a customer comes in the showroom,Relevant
A seller comes to him to ask him what he needs and which style of cars he wants,Relevant
For example  he can say  I want a big car with a lot a place for me and my family,Irrelevant
The seller knows where to bring him to satisfy his customer ,Relevant
The seller as to specify the characteristic and the positive points to the customer,Relevant
If the customer asks for the negative points  he can say it in an objective way,Relevant
If the customer wants to buy the car  the seller brings him into his bureau,Relevant
Then we agree on the price  and he makes a purchase order,Relevant
Finally  the consumer or the bank pays the price of the car and then a second process begins,Relevant
Audi is a multinational company specialist in the sale of consumer cars,Irrelevant
The process begins when we receive the amount of the car,Relevant
A mechanic takes the car from the showroom to the garage,Relevant
He checks if all its ok before we deliverer it to the consumer,Relevant
For example  he checks the oil level  the water level  and other things like this,Irrelevant
If all its ok  he can begin by doing the maintenance for the car before it comes on the road,Relevant
Then another person takes the car,Relevant
The car is now in another room  a white room ,Irrelevant
The person cleans the car inside and out ,Relevant
Finally  the car is ready for the delivery,Relevant
Karl Lagerfeld is a multinational company specialist in the creation of luxury clothing,Irrelevant
The process begins when a customer comes to the creator,Relevant
The creator takes the measures of the customer,Relevant
The creator draws what the customer wants,Relevant
For example  a pullover with a cat like the cat of Karl Lagerfeld ,Irrelevant
Then the creator sends the croquis to the person who create the basis piece,Relevant
Then the basis piece is sent to the creator again to customize the piece,Relevant
The creator now sews the draw or the thing the customer wants,Relevant
The cat is sewing into the pullover ,Irrelevant
Finally  we call the customer to say that the clothe is ready,Relevant
This is how a typical morning looks like to go to university,Irrelevant
The process starts when my alarm goes off,Relevant
I then manually stop the alarm,Relevant
After 5 minutes of staying in bed  I get up,Relevant
Once up  I take a moment to stretch,Relevant
This is a good way to start the day,Irrelevant
Then  I put on my clothes ,Relevant
I walk out of the room and head downstairs,Relevant
I then prepare and take my breakfast,Relevant
I usually have oatmeal but sometimes I just take a banana,Irrelevant
When I finished eating  I go to the bathroom ,Relevant
I then brush my teeth and put on some colone  ,Relevant
After that I take my bag and leave the house,Relevant
I have training on Tuesdays and Thursdays,Irrelevant
The process starts 2 hours before training,Relevant
I go to the kitchen and prepare something to eat,Relevant
Once the cooking is done  I eat,Relevant
After I ate I go up to my room,Relevant
I look at my phone to see in which uniform we train,Relevant
I then pack my bag with the right clothes,Relevant
I look at the clock to see what time it is,Relevant
If I have more than 1 hour until training  I relax.,Relevant
If it is less  then I go out of the house.,Relevant
I take the car and drive to the training,Relevant
I drive in my yellow Skoda named Bobby,Irrelevant
The cooking starts when I am hungry,Relevant
I take out my tablet and look at some recipes,Relevant
I prefer mexican food most of the time,Irrelevant
I then chose what I want to cook,Relevant
Once the choice is made  I prepare the ingredients,Relevant
I also take out the necessary cooking utensils,Relevant
Then I heat up the pan ,Relevant
and start cooking after the recipe,Relevant
when everything is done  I take out the plates and the cutleries,Relevant
I then sit down at the table and eat ,Relevant
After I ate  I clean the plates and the process is finished,Relevant
The process starts when I talk with my girlfriend about trips we would like to do,Relevant
We look on social media for some ideas,Relevant
Then we look at the possible destinations,Relevant
We determine a budget that is suitable for us,Relevant
We make a market study to see which transport is cheapest,Relevant
for example  we could take the train and bus or do everything by plane,Irrelevant
we also do a market study for the hotels in different areas,Relevant
and we research how we can travel within the country,Relevant
After that  we add all the cost for each destination,Relevant
Then we chose based on our budget and the activities that can be done ,Relevant
After we have chosen  we talk to our parents and book,Relevant
This shoe store is specialized in soccer shoes since 30 years,Irrelevant
The process starts when a customer enters in the shop,Relevant
The customer looks for the shoes he wants to buy,Relevant
Once the customer made his choice  he checks if the size is in the aisle,Relevant
If the size is in the aisle  he picks the shoes and try them,Relevant
If the size isn’t in the aisle  he asks the employee if the size is in the reserve,Relevant
Then  the employee goes into the reserve and checks if the right size is available,Relevant
If the size isn’t available  he tells the customer and the process ends,Relevant
If the size is available  he picks the shoes and bring them to the customer ,Relevant
Once the customer gets the shoes  he tries them,Relevant
If the size doesn’t fit  the customer gives back the shoes to the employee and the process ends,Relevant
If the size fits  the customer bring the shoes to the cash register,Relevant
Once the customer has paid  the customer leaves the store with his shoes and the process ends.,Relevant
The process starts when the student wakes up,Relevant
He first take a shower during 15 minutes,Relevant
Before  he takes a breakfast  he puts on comfortable clothes,Relevant
He likes to eat 2 bowls of his favorite cereals with a large glass of orange juice,Irrelevant
Once he finishes his breakfast  he goes into the bathroom to brush his teeth and style his hair,Relevant
At 8 30am  he goes into his office to study,Relevant
2 hours later  he goes outside 15 minutes to cool off,Relevant
At 12 30pm  he goes in his kitchen to eat dinner,Relevant
Once he ate his dinner  he takes a small nap until 2pm,Relevant
At 2pm  he goes back into his office to study,Relevant
He eats a snack in front of his current television series at 4pm,Relevant
Once he finished his snack  he goes back studying until he eats the supper at 7pm,Relevant
After the diner  if he is done with the matter of the day  he goes to the living room to watch a movie with his parents,Relevant
If he isn’t done with the matter of the day  he goes back to study until he is done,Relevant
The process ends at 11pm when he goes to sleep,Relevant
Uber Eats is an application of food deliveries,Irrelevant
The process starts when a customer runs the application,Relevant
He click on the restaurant in which he wants to eat and makes his order,Relevant
Once he made his order  Uber Eats asks the customer to pay online,Relevant
The customer can pay through Mastercard or via Paypal for example,Irrelevant
Then  the application looks for an available deliveryman,Relevant
Meanwhile  the order is also sent to the restaurant,Relevant
The chef starts cooking the order,Relevant
When a deliveryman is available  he goes to the restaurant in question,Relevant
When the order is ready  the deliveryman takes the order,Relevant
He delivers it to the customer,Relevant
Once the customer received the order  he thanks the deliveryman and the process ends,Relevant
The process starts when the customer enter in the cinema,Relevant
For example  the customer wants to watch the new James Bond movie,Irrelevant
He goes at the desk,Relevant
He asks the employee tickets to see a special movie,Relevant
If there are no more places  the employee informs the customer and the process is over,Relevant
If there are still places  the employee asks the customer to pay,Relevant
Once the customer has paid  the employee gives the ticket s ,Relevant
Then  the customer goes into the food store,Relevant
He picks something to eat and or to drink for the movie,Relevant
He goes to the cash register with his products,Relevant
The employee asks the customer to pay,Relevant
Once the customer paid  he goes into the right room,Relevant
Once the film is finished  the customer leaves the room and the process ends,Relevant
The process starts when a customer is asking if there is a table available for him.,Relevant
An employee checks if there is one.,Relevant
If no table is available  the employee informs the customer that it is impossible and the process ends.,Relevant
If a table is available the waiter brings the customer to the table.,Relevant
The waiter gives him the menu.,Relevant
Once the customer is ready to order  the waiter asks for his order,Relevant
The customer gives him his order.,Relevant
For example  a pizza marguerita with a Lipton ice tea.,Irrelevant
The waiter gives the order to the chef.,Relevant
Then  the chef prepares and cooks the order ,Relevant
Once the dish is ready  the waiter supplies the customer with his order.,Relevant
The customer eats the dish.,Relevant
Once the customer has finished eating  the waiter clears the table.,Relevant
Once the customer asks for the bill  the waiter brings the bill to the customer,Relevant
Finally    the customer pays the bill and leaves  the process is ended.,Relevant
Spotify  is a music streaming service which allows customers to listen to music and podcasts through electronic devices.,Irrelevant
The process starts when a customer wants to listen to music on his device,Relevant
The customer searches Spotify on the internet.,Relevant
The customer creates an account on the Spotify website. ,Relevant
Then  the customer selects a subscription.,Relevant
Once  the account registration is over  the customer logs into the Spotify website.,Relevant
Then  the customer chooses a music he wants to listen to on the website.,Relevant
The music starts to play on the device of the customer.,Relevant
The customer listens to the music.,Relevant
When the customer wants  he stops the music and leaves the website.,Relevant
Once the subscription’s duration is over  the customer pays the subscription and the process is finished.,Relevant
The process starts when a student enrols in school at the start of the academic year.,Relevant
Firstly  the student assists his classes.,Relevant
Then  the teacher presents his lesson.,Relevant
The student listens to the lessons.,Relevant
The student revises his lessons and try to understand them.,Relevant
The student asks questions to the teacher when he doesn’t understand something.,Relevant
Once the exam session is approaching  the student studies his lessons for the exam.,Relevant
After the weeks of studying  the student takes his exams.,Relevant
After that  the student receives his exam’s results.,Relevant
If he has an exam that is failed  the student takes the exam once again.,Relevant
For example  having less than 10 20 on his mathematical exam final result means that the exam is failed and that he has to take it again.,Irrelevant
If  the student fails the same exam again  he must retake it the following year. ,Relevant
If he passed all his exams  the student succeeds his scholar year and the process is ended.,Relevant
The process starts when a customer wants to travel from a point to another by taxi.,Relevant
The customer finds a taxi.,Relevant
The customer asks the taxi driver if he is available.,Relevant
If the taxi isn’t available  the taxi driver informs the customer and the process ends.,Relevant
If the taxi driver is available  the taxi driver informs the customer that he is available.,Relevant
Then  the customer asks if the taxi driver can drive him to a destination.,Relevant
If the destination is too far  the driver informs the customer that he can’t drive him there and the process ends.,Relevant
For example  a destination of 40km may be too far for downtowns taxis.,Irrelevant
If the destination is ok  the driver informs the customer that the destination is ok.,Relevant
Then  the taxi driver tells the price of the ride to the customer.,Relevant
If the price is too high  the customer says that he is not interested anymore and the process ends.,Relevant
If the price is ok for the customer  the customer enters the taxi.,Relevant
Furthermore  the taxi driver drives the customer to his destination.,Relevant
Once the taxi arrived to the destination  the customer pays the agreed amount to the driver.,Relevant
Finally  the customer leaves the taxi and the process is ended.,Relevant
The process starts when a customer books a flight to the place he wants,Relevant
The customer goes to the airport,Relevant
The customer goes through the Check in,Relevant
The check in contains  cases check in  security gate and identity verification,Irrelevant
The customer goes through duty free,Relevant
The customer has to wait until the gate of his  flight is open,Relevant
Meanwhile  he can eat or drink in the airprot restaurants,Relevant
When the time is on  the customer has to board in the plane,Relevant
Whenever every customer is ready  the gate closes,Relevant
The plane can start his flight,Irrelevant
The process starts when the customer decides to go to the restaurant,Relevant
He can go to a fast food or to a classic restaurant for instance,Irrelevant
The customer drives to the restaurant,Relevant
The waiter welcomes the customer and gives him a table…,Relevant
The customer decides what he is going to drink and eat,Relevant
The waiter takes the order,Relevant
For example   two coca cola and one pizza,Irrelevant
The customer waits until his order is delivered by the waiter,Relevant
The customer eats and drinks what he got,Relevant
The waiter clears off the table,Relevant
The waiter brings the bill,Relevant
The customer pays the bill and leaves,Relevant
Amazon is an online website  which offers any good you are looking for,Irrelevant
 The process starts when the customer needs an item,Relevant
The customer goes on Amazone.be,Relevant
The customer logs in,Relevant
The customer types what he needs on the website,Relevant
Amazone gives him many offers,Relevant
It can represent hundreds of offer sometimes,Irrelevant
The customer choses the one he prefers,Relevant
The customer adds it to his kart,Relevant
The customer pays and the order is shipped ,Relevant
I hate waking up early,Irrelevant
My morning starts when my alarm clock rings,Relevant
I go on my phone for 15 minutes,Relevant
I shower,Relevant
I get dressed ,Relevant
I eat my breakfast,Relevant
I usually eat cereals with a tea,Irrelevant
I brush my teeth,Relevant
I put perfume on,Relevant
I clean my ears ,Relevant
I put my headphones on with music and then my day is ready to start,Relevant
The applicant sends an application to the a company ,Relevant
For example  I send my CV to apple ,Irrelevant
The company receives the application ,Relevant
The application is analyzed by the HR department ,Relevant
The applicant is called for a first interview ,Relevant
The applicant is called for a second interview ,Relevant
The company takes a decision whether the applicant should be hired or not ,Relevant
The applicant receives a respond ,Relevant
If hired  the company makes the contract ,Relevant
The applicant receives the contract and is hired ,Relevant
A customer sends an order to amazon ,Relevant
Amazon receives the order ,Relevant
For example  the customer buys shoes and a t shirt ,Irrelevant
Amazon checks in the inventory to see if they are still available ,Relevant
If so  they send the order to the warehouse ,Relevant
The Warehouse packs the order ,Relevant
The order is then sent to the customer ,Relevant
A postman is charged to drop it at the good house ,Relevant
The customer is notified that the packet arrived ,Relevant
The customer can use his her order,Relevant
I am a big party organizer and there is my process to organise it,Irrelevant
I need to send the invitation,Relevant
Count the number of people that are coming,Relevant
Decide what I want to buy,Relevant
Go to the store and buy the necessities,Relevant
Prepare the place where the party is going to take place,Relevant
Send a reminder to everyone,Relevant
Host the party,Relevant
Put music,Relevant
Clean the place after the party,Relevant
Wake up at 7 am,Relevant
Take a shower,Relevant
Take a breakfast ,Relevant
I usually take a croissant and an orange juice ,Irrelevant
Take the car to go to school ,Relevant
Eat lunch at 12,Relevant
Finish school at 4 pm,Relevant
Go to my soccer practice ,Relevant
Go back home at around 6 pm ,Relevant
Do my homework ,Relevant
Eat dinner ,Relevant
Go to sleep at around midnight ,Relevant
Vinted is an application which is letting people selling goods to customers all over the world.,Irrelevant
First  the customer chooses what goods he wants on the application.,Relevant
The seller obtains the information that a good has been wanted by someone.,Relevant
Then  he must watch if the good is available or not,Relevant
If it’s not available  the seller sends a message to the customer to apologize to him and the process is ended,Relevant
If it’s available  the goods are sent to the post office by the seller,Relevant
Meanwhile  the customer has to pay for the goods on the application,Relevant
The post office has to put the package on the mean of transport at the right time,Relevant
An email is sent to the customer to say that his package is leaving the post office,Relevant
If the package will be late  an email is also sent to the customer to prevent him,Relevant
The customer receives the package and the process is finished,Relevant
The following process is about going to the bowling with friends,Irrelevant
First  they have to make the reservation by phone to the manager of the place where they want to go for the evening,Relevant
The manager has to check if there’s a place for them tonight,Relevant
If there’s no place available tonight  the manager proposes something else to do or another day and the process is done,Relevant
If there’s a place available tonight  he must notice the time slot in the agenda,Relevant
For example  the time slot can be 20 30pm to 23 30pm,Irrelevant
Once the group has arrived  the manager welcomes the group,Relevant
Then  he asks them what size of shoes they have to give them their appropriate bowling shoes,Relevant
Once the customers have changed  the manager shows them their bowling alley,Relevant
The group of friends start then to play bowling,Relevant
Once they have finished  they ask for their shoes to the manager,Relevant
The manager proposes them if they want to drink something or not,Relevant
If they’re not interested  he asks them to pay for the evening and the process is finished,Relevant
If they are interested  he asks what they want,Relevant
 After their drink  the manager gives them the bill and the customers are paying,Relevant
The customers are leaving  and the process is ended,Relevant
Driving Licence is difficult to obtain,Irrelevant
First  he has to study for the theoretical driving license,Relevant
He has to have more than 42 out of 50 questions to pass it,Relevant
A teenager who obtains 44 out of 50 is good for example,Irrelevant
If he didn’t pass the test  he has to redo it until he success,Relevant
When he has passed the test  he has to go and grab his provisional driving license,Relevant
After that  the teenager has to learn how to drive,Relevant
When he thinks he is ready to pass the exam of the practical part of the driving license  he has to take a time slot for the exam,Relevant
Once he has done the exam  the examinator is giving him the information of if he passes it or not,Relevant
If he failed  he has to redo it until he success,Relevant
If he succeeds  he has to go and grab his driving license,Relevant
The teenager can drive by himself now and the process is ended,Relevant
The process is about a person who wants to win money by betting it on a website,Irrelevant
First  the person has to create an account on the website where he wants to bet,Relevant
When  the account is created  the person has to put money on his account before starting to bet,Relevant
If he hasn’t enough money  the website will decline the demand and the process is ended,Relevant
If he has enough money  the money will be transferred from the bank account to the website,Relevant
He is now able to bet with his money on every sport he wants,Irrelevant
He has to choose on what he is going to bet,Relevant
For example  a Soccer game between Liverpool and Manchester City,Irrelevant
Before the bet  the person has to check the odds for each team and what is the safer way to win the bet,Relevant
When  the account is created  the person has to put money on his account before starting to bet,Relevant
At the end of the match  the person will earn or not the money depending on who won,Relevant
After that  the person chooses if she is betting again,Relevant
If she decides to bet again  the process is repeated it again and again until the person doesn’t want to bet anymore where the process ends,Relevant
If she decides to stop betting  the process is ended,Relevant
The process starts when a customer order and pay a meal on the app.,Relevant
The restaurant receives the order and the delivery man receive the address of the customer.,Relevant
The order is a pizza and a coca cola for example.,Irrelevant
The restaurant starts to cook the meal and the delevery man begins his journey to the restaurant.,Relevant
When the delevery man arrives at the restaurant  if the meal is not ready to go  the customer receives a notification to inform him that his order will arrive late.,Relevant
When the mean is ready  the delevery man starts his journey to customer s house and the customer receives a notification.,Relevant
If the delevery man is in traffic and will be late  the customer receives a notification.,Relevant
Once the delevery man is arrived at the customer s house  he phones the customer.,Relevant
The name of the customer is Thierry.,Irrelevant
The customer open his door and he takes his order.,Relevant
The customer receive a notification to ask him to to note the quality of the delivery.,Relevant
If the customer notes the delevery man  the delevery man receives his note and the process ends.,Relevant
If the customer doesn t note the delevery man  the process ends.,Relevant
The process starts when the student sends his CV and his motivation letter to the OIC.,Relevant
The CV is a docx file.,Irrelevant
When the president of the OIC receives these two documents  he registers the student on a list of participants and he sends a mail to infom him that he has been correctely registered.,Relevant
Then  the student must choose a time slot that suits him.,Relevant
The student receives a confirmation mail that gives him the date  the time and the bar of the recruitment.,Relevant
On the date and time chosen  the student goes to the bar mentioned and the recruitment session begins.,Relevant
Once the session ends  the president of the OIC votes for the students he appreciated the most.,Relevant
If the student isn t selected  he doesn t receive any mail and the process ends.,Relevant
If the student is selected  he receives a mail with a date and a time for a meeting with the new members and the process continues.,Relevant
On the date and time of the meeting  new members get to know each other.,Relevant
At the end of the meeting  the process ends.,Relevant
The process of choosing a school is very important,Irrelevant
The process starts when the future student registers on the school website.,Relevant
A week later  the school sends an email to confirm the student s registration and sends an invoice to pay the tuition fees.,Relevant
If after 1 month the student has still not paid  he receives a reminder.,Relevant
If the month after that he still has not paid  his registration is canceled adn the process ends.,Relevant
If he pays during these 2 months  the process continues.,Relevant
Then  the student must choose his school options on the school website.,Relevant
If the student has not chosen their options the following week  they will receive a reminder.,Relevant
If a week later he still has not chosen  his registration is canceled  he is refunded and the process ends.,Relevant
If the student has chosen within two weeks   the school sends the confirmation by email with the student s schedule and the process ends.,Relevant
The process starts when the customer enter the pizzeria.,Relevant
An employee directs customers to a free table.,Relevant
If there is no table available  the employee asks the customers to wait.,Relevant
When the customers sit down  a waiter arrives and gives them the pizza menu.,Relevant
For example  the customer s choice is a Margarita.,Irrelevant
Fifteen minutes later  the waiter returns and asks if the customers have chosen.,Relevant
If they still haven t chosen  he comes back every fifteen minutes until they have chosen.,Relevant
When they have chosen  the waiter takes note and goes to give the order to the kitchen.,Relevant
The cooks prepare the pizzas.,Relevant
Once the pizza is ready  one of the cooks calls the waiter and gives him the pizzas.,Relevant
The waiter gives the pizzas to the customers.,Relevant
Customers start to eat their pizza.,Relevant
Once the customers have finished eating  they go to the entrance to pay.,Relevant
Once the customers have paid  the process ends.,Relevant
